iteration,train_loss,train_acc,test_loss,test_acc
0,0.6647248428042342,0.8211447678992919,0.45519711259825557,0.8566176470588235
1,0.3559097560077179,0.8867279701022817,0.405420413131223,0.8688725490196079
2,0.305853624605551,0.8990755310778914,0.39633824378617255,0.8719362745098039
3,0.2750455717851476,0.9124803304484658,0.38763760526974994,0.8682598039215687
4,0.2513874609659358,0.9190302911093627,0.3824768774394019,0.875
5,0.23166911264018314,0.9240755310778914,0.3963011500845645,0.8670343137254902
6,0.2152904109075302,0.9268243509047994,0.38456974147508544,0.8756127450980392
7,0.2022870477016379,0.9341414240755311,0.3916909775934091,0.8731617647058824
8,0.19213042622659265,0.9402389850511408,0.38961187971061934,0.8780637254901961
9,0.18347223250240816,0.9408389063729347,0.39361760476786717,0.8725490196078431
10,0.17544945930925812,0.9434303697875689,0.39480213022918675,0.8805147058823529
11,0.1673717829421526,0.9478511014948859,0.38962058808800637,0.8848039215686274
12,0.16133212498048458,0.9484657749803305,0.38887874773867864,0.8786764705882353
13,0.15380468586596047,0.9525865460267506,0.4155875118540637,0.8719362745098039
14,0.15010610367285043,0.9541158536585366,0.3987347280022268,0.8743872549019608
15,2.240451357495494,0.3215627458693942,2.116001372243844,0.33435457516339867
16,1.8788568275730784,0.3979101101494886,1.910049557685852,0.38848039215686275
17,1.7821237575717088,0.42017604248623136,1.823009765031291,0.40931372549019607
18,1.7214609893356883,0.4358920141620771,1.802378199264115,0.4248366013071896
19,1.69366114546613,0.4485395357985838,1.7546238519397437,0.4209558823529412
20,1.666483499945664,0.4566188040912667,1.731060201630873,0.42463235294117646
21,1.6256096043237827,0.47140047206923685,1.7465634848557265,0.44281045751633985
22,1.603237626901487,0.47661782061369,1.7222128019613379,0.4342320261437908
23,1.5680885425428064,0.48131392604248624,1.6794322658987606,0.4609885620915033
24,1.542686759844059,0.49153717545239967,1.6471647187775256,0.46200980392156865
