iteration,train_loss,train_acc,test_loss,test_acc
0,1.157317684045652,0.654843627065303,0.7606400365338606,0.767361111111111
1,0.6879958226913359,0.7789388276947286,0.6764530117678291,0.7832924836601307
2,0.598903395780703,0.8062106608969316,0.6445357768851168,0.7904411764705882
3,0.5509168322493391,0.8161388670338316,0.6203408052085662,0.7953431372549019
4,0.5193419409961235,0.8213267112509834,0.6369762623719141,0.7886029411764706
5,0.5030079132900005,0.8298583792289536,0.603005626841503,0.8018790849673203
6,0.4847455910066279,0.8339693154996066,0.6145008356109554,0.7937091503267973
7,0.4692343692227108,0.8400619590873328,0.6309234510157623,0.795547385620915
8,0.46191504801191935,0.8394325334382376,0.628144289932999,0.7973856209150326
9,0.442674758158079,0.8441876475216366,0.5956268623179081,0.8033088235294118
10,0.4418636705817246,0.8425009834775767,0.6084499178709937,0.8014705882352942
11,0.43782197702221753,0.849213217938631,0.6043961494065383,0.8051470588235294
12,0.4269715477053712,0.8499950826121164,0.6515820796291033,0.7855392156862745
13,0.4255543532167993,0.8479887883556255,0.6414792356172613,0.7953431372549019
14,0.43882385797616913,0.8463168764752164,0.6461261305592808,0.8004493464052287
15,0.4043486394169854,0.8578973249409914,0.6343336641131079,0.7979983660130718
16,0.4099443232867776,0.8545338316286389,0.6395951765863335,0.7965686274509803
17,0.4045555840541677,0.85485346184107,0.6455774859835705,0.8026960784313726
18,0.4086388071862663,0.8546961054287963,0.6451851671159852,0.8008578431372549
19,0.3981421921311355,0.8641473249409913,0.6566812099487174,0.7888071895424836
20,1.1039720277960707,0.676008064516129,0.8790315398398567,0.7250816993464052
21,0.703418463395863,0.7745279307631786,0.7652957297715486,0.7563316993464052
22,0.5715844068585373,0.8182582612116444,0.7813634594865874,0.7469362745098039
23,0.46282724541861836,0.8476888276947285,0.8538777973941144,0.7520424836601307
24,0.417085722852044,0.8629376475216365,0.8637166877879816,0.7561274509803921
25,0.3571961993033566,0.879101101494886,0.8196075658003489,0.7432598039215687
26,0.3413445709500371,0.890381589299764,0.8340216853162822,0.7765522875816993
27,0.31276025230564725,0.8999754130605823,0.9767975427356421,0.7459150326797385
28,0.26386797121021804,0.9132376081825334,0.9101464438672159,0.7579656862745098
29,0.2407089414574751,0.9187352478363493,0.951543068257617,0.7622549019607843
