iteration,train_loss,train_acc,test_loss,test_acc
0,2.180924344062805,0.34047010228166796,1.9710917987075507,0.3743872549019608
1,1.787100195303196,0.44854445318646735,1.7723008359179777,0.5165441176470589
2,1.624748629476966,0.5461300157356412,1.63268355996001,0.5600490196078431
3,1.4985037419854141,0.5694531864673485,1.5090977707329918,0.5857843137254902
4,1.3949059242155495,0.5886654209284028,1.4167592665728401,0.6225490196078431
5,1.307974961908852,0.6072629819040126,1.3313582896017562,0.6474673202614379
6,1.239076351537937,0.6275422895357986,1.2721749772043789,0.6529820261437909
7,1.1787083622885914,0.6484166011014949,1.2234556756767572,0.6664624183006537
8,1.1291983191559953,0.6657946498819828,1.1709341097111796,0.6764705882352942
9,1.0838059910913793,0.6741935483870968,1.1286481881842894,0.6903594771241831
10,1.0476883623658158,0.6871656176239183,1.1003380520086663,0.6911764705882353
11,1.011852259752227,0.6944679386309992,1.0633884662506627,0.710375816993464
12,0.9828370242584042,0.7065155389457121,1.031065551381485,0.7128267973856208
13,0.9561943263542362,0.7089447285601889,1.0122125473092585,0.7169117647058824
14,0.9340252175563719,0.7141276553894572,0.9900107202576656,0.7220179738562091
15,0.9129410932703717,0.7231264752163651,0.9781067397664575,0.7183415032679739
16,0.8930414871471685,0.7240706136900079,0.9528519128467522,0.7248774509803921
17,0.8749429516675996,0.7309107002360347,0.940308494310753,0.7322303921568627
18,0.8472314651419477,0.7461349331235249,0.9265604924921896,0.7352941176470589
19,0.8344472382126785,0.7472069236821401,0.9101470527695674,0.7393790849673203
20,0.8237032901949999,0.7387145948072384,0.8974921977987477,0.7389705882352942
21,0.8077781662708375,0.7502802911093627,0.8766090709204767,0.7395833333333334
22,0.7954882032987548,0.7550059008654603,0.8761104663797453,0.7383578431372549
23,0.7835290705285421,0.7578825727773407,0.8701075330084446,0.7395833333333334
24,0.7745561162146126,0.7590971675845791,0.8523949793740815,0.7395833333333334
25,0.7526858161135418,0.768263178599528,0.8474486467300677,0.7450980392156863
26,0.7498481833353275,0.7708398898505114,0.8412130422451917,0.7493872549019608
27,0.7459669934540261,0.7650619590873329,0.8298114976462196,0.7475490196078431
28,0.7354122513678015,0.7657995672698663,0.8212209522139793,0.7530637254901961
29,0.7198982536792755,0.7729740361919749,0.8161326570838106,0.7555147058823529
30,0.7165769412750151,0.775265538945712,0.8085252302242261,0.7530637254901961
31,0.7103248462444398,0.7769423682140048,0.8082787794809715,0.7546977124183007
32,0.6998826330754815,0.7839693154996066,0.8022071786370932,0.7579656862745098
33,0.6915936628492867,0.7825924468922109,0.7975836191691604,0.7567401960784313
34,0.6881389757482017,0.7822826514555469,0.790440736155884,0.7620506535947713
35,0.6864229782325465,0.7844167977970102,0.7779163610117108,0.7608251633986929
36,0.6681327392415303,0.7889850511408341,0.7830201045555227,0.7563316993464052
37,0.6687863588333129,0.7879278127458694,0.7667717474932764,0.764297385620915
38,0.6565236440519008,0.7960169158143194,0.7627770515049205,0.7649101307189542
39,0.6539039914200946,0.7938926042486232,0.765146684997222,0.7577614379084968
40,0.6515887725643995,0.7964496459480724,0.7643378933562952,0.7626633986928105
41,0.6422507745463674,0.8016473249409913,0.7601190402227289,0.7620506535947713
42,0.6430618813851985,0.799213217938631,0.7582533980409304,0.7649101307189542
43,0.6336482276276845,0.8007228560188828,0.7498986519434873,0.7630718954248366
44,0.6268137108988878,0.806992525570417,0.7387222272216105,0.7649101307189542
45,0.6232222040978873,0.8051288355625492,0.7410248491693946,0.7655228758169934
46,0.620349216751936,0.8028717545239968,0.7450271427047019,0.7636846405228758
47,0.6160135235728287,0.8082071203776554,0.7435293181561956,0.766952614379085
48,0.614674711227417,0.8027094807238395,0.7319485678100118,0.7655228758169934
49,0.6098370506996061,0.8092741935483871,0.7405023224213544,0.7663398692810458
50,0.6081466561410486,0.8111083792289536,0.7296719307116434,0.7663398692810458
51,0.597808976580457,0.8112559008654603,0.7352626928511787,0.7712418300653595
52,0.5982469589245029,0.8089693154996066,0.7245756273760515,0.7743055555555556
53,0.590812232872335,0.8101888276947286,0.719699035234311,0.7700163398692811
54,0.5944386399373776,0.8148996852871755,0.7211925315798497,0.7741013071895424
55,0.5859312915220494,0.8139702989771833,0.7243704581085373,0.7700163398692811
56,0.5743223406919619,0.8237657356412273,0.7194708571130154,0.7712418300653595
57,0.583873705020765,0.8177911093627066,0.714918767120324,0.7749183006535948
58,0.5680105280585406,0.8191532258064517,0.7104520563985787,0.7734885620915032
59,0.5782808700712716,0.8118607395751377,0.7102602163658422,0.7814542483660131
60,0.5679747274736079,0.8164289929189614,0.7095138465656954,0.7765522875816993
61,0.5705563958098249,0.8217840283241542,0.7095504252641809,0.7730800653594772
62,0.5555328027504246,0.82801435877262,0.7140840816439367,0.7749183006535948
63,0.55925545736057,0.8260474036191975,0.6977637404320287,0.7785947712418301
64,0.5551364062035956,0.8266276553894571,0.7024589667425436,0.7783905228758169
65,0.5550575724462183,0.8241886309992132,0.697386347487861,0.7777777777777777
66,0.5429327549003973,0.8325776947285602,0.7017826529986718,0.7832924836601307
67,0.554684064446426,0.8249803304484657,0.6938199066356117,0.7783905228758169
68,0.5446359156108485,0.8300059008654603,0.6945637335964278,0.7790032679738562
69,0.5438730792301457,0.8286290322580645,0.6951653091054336,0.7808415032679739
70,0.5445444944428235,0.8252606215578285,0.6871072854481491,0.7839052287581699
71,0.5372667253017426,0.8292338709677419,0.6871603890961292,0.7802287581699346
72,0.5374799545218305,0.8306205743509049,0.6937615909412795,0.7796160130718954
73,0.5294985144603543,0.8331923682140048,0.6881061489967739,0.7834967320261438
74,0.5357475440676619,0.8322974036191975,0.6827618678410848,0.7826797385620915
75,0.5260617811505387,0.8333546420141621,0.6844639988506541,0.7814542483660131
76,0.5238567919265933,0.8316876475216365,0.6844066539231468,0.7832924836601307
77,0.5271805678925863,0.8338119590873329,0.6861854889521412,0.7820669934640523
78,0.515506077903073,0.8379376475216366,0.6806506667943562,0.786968954248366
79,0.5156865694173952,0.8351937450826121,0.6816254706651557,0.7863562091503268
