iteration,train_loss,train_acc,test_loss,test_acc
0,1.0340230037526386,0.7034815106215578,0.6689764212305639,0.78125
1,0.5381258030490177,0.8316728953579858,0.5578742686147783,0.8290441176470589
2,0.44945002801534606,0.8540863493312353,0.5160376590987047,0.8382352941176471
3,0.3934811922835141,0.870712037765539,0.5287362839661393,0.8339460784313726
4,0.3833078518873308,0.8693400865460268,0.4765570199153587,0.8431372549019608
5,0.35578820977996034,0.8794158143194335,0.48117323307430043,0.8388480392156863
6,0.3267113011057784,0.8891522423288749,0.4669860613660193,0.8455882352941176
7,0.3043362103220893,0.8964742328874902,0.4252751640719818,0.8676470588235294
8,0.29381217564024575,0.8978511014948859,0.44761964558240247,0.8621323529411765
9,0.2908331615532317,0.8970938237608183,0.4396938146731141,0.8627450980392157
10,0.29769371809755885,0.8949498426435878,0.45263331095852394,0.8541666666666666
11,0.26370268914757705,0.9077596380802517,0.4650138505624936,0.8535539215686274
12,0.25352302011920186,0.9117083005507475,0.4566055614428193,0.8627450980392157
13,0.2435013542996674,0.915081628638867,0.4599203333331674,0.8572303921568627
14,0.2380933809116846,0.9201170338316287,0.4432469895109534,0.8639705882352942
15,0.23323391872208293,0.9175108182533438,0.4678601015578298,0.8609068627450981
16,0.23957953209557184,0.9150767112509834,0.4850300439067331,0.8492647058823529
17,0.22727476073110975,0.9223937844217152,0.48822921561077237,0.8572303921568627
18,1.6689867328579833,0.503756884343037,1.6132815231879551,0.5224673202614379
19,1.1894124691079302,0.6154848544453186,1.298736654587236,0.6321486928104576
20,1.0018498063087464,0.6757081038552322,1.1015851824891334,0.6574754901960784
21,0.8153645836725467,0.7345594020456334,3.4781001981566932,0.4424019607843137
22,0.715072676030601,0.773392014162077,1.454413231681375,0.6309232026143792
23,0.5341176167493913,0.8238935877261999,1.3511590161086882,0.63031045751634
24,0.4062496756635061,0.8684254523996853,1.1830303173731356,0.6787173202614379
25,0.2532309597040095,0.9173682140047207,1.3317429597179096,0.6607434640522876
26,0.18065688717292577,0.9425206530291109,1.252935187197199,0.6499183006535948
27,0.12371639635686467,0.9630999213217939,1.273214916570806,0.701388888888889
