iteration,train_loss,train_acc,test_loss,test_acc
0,0.8084196525376017,0.7778668371361134,0.512249211470286,0.852328431372549
1,0.45744878362591673,0.8575973642800945,0.4491861022497509,0.8639705882352942
2,0.40388412584618827,0.8698072383949647,0.43620295051996616,0.8651960784313726
3,0.3867876874237526,0.8740706136900079,0.41056625599808555,0.8743872549019608
4,0.36367098202065723,0.8815253737214792,0.4032795607824536,0.8737745098039216
5,0.3467426364741674,0.8854887883556255,0.39230134086135554,0.8786764705882353
6,0.33330593985028384,0.8896193941778128,0.38612284703070626,0.8799019607843137
7,0.3289088050039803,0.8906864673485445,0.3785254304279007,0.8792892156862745
8,0.31498562130259306,0.8989329268292683,0.3816052538835827,0.8737745098039216
9,0.3176534791908613,0.8964643981117231,0.3763235051221415,0.8786764705882353
10,0.30823027956776505,0.9004425649095201,0.3849553833167781,0.8780637254901961
11,0.3043212535541232,0.8999803304484658,0.3776030967139876,0.8823529411764706
12,0.30150881107987426,0.9005900865460268,0.3836925333027965,0.8805147058823529
13,0.2904656913404058,0.9018145161290323,0.3615698700715952,0.8854166666666666
14,0.2889091504783165,0.9053206136900079,0.35862105537899863,0.8872549019607843
15,0.2875770868324652,0.9035060975609757,0.3652670296529929,0.8854166666666666
16,0.28111343267487315,0.9056304091266719,0.3698514494040579,0.8811274509803921
17,0.27158548846477415,0.9102035798583792,0.359477721291649,0.8860294117647058
18,0.27478721399859685,0.9065450432730133,0.37096597171187695,0.8860294117647058
19,0.2739402273442687,0.9069974429583005,0.36239860067144036,0.8874591503267973
20,0.2656439209856638,0.9111182140047207,0.3542641890783082,0.8860294117647058
21,0.2651685274228817,0.9111083792289536,0.3569225626723731,0.8890931372549019
22,0.2638849347284654,0.9085316679779701,0.3558767437660957,0.8897058823529411
23,0.26702581843951856,0.9112755704169945,0.3624004857139845,0.8874591503267973
24,0.2628688936735072,0.908221872541306,0.35013322789660273,0.8868464052287581
25,0.25674809744445287,0.9118656569630212,0.35289187641704783,0.8886846405228758
26,0.2522775057612396,0.9137047600314713,0.3609367184176603,0.8903186274509803
27,0.2566672269345784,0.9121803697875689,0.363737792370147,0.8917483660130718
28,0.2510453493129916,0.9164437450826122,0.3595204256730629,0.8909313725490197
29,0.2535377471185312,0.9136900078678206,0.358462458280116,0.8917483660130718
30,0.24409957041100758,0.9136998426435877,0.3535733508749628,0.8897058823529411
31,0.2536292379949151,0.911713217938631,0.35996981808806167,0.8939950980392157
32,0.24776842023541287,0.9143243509047994,0.36262448598155933,0.892361111111111
33,0.24509555900969157,0.9161487018095987,0.35670531563479085,0.8903186274509803
34,0.2480085891921346,0.9143292682926829,0.3589269725614976,0.8899101307189542
35,2.1441094098476374,0.32731608969315495,2.013172599614835,0.3400735294117647
36,1.884309761698653,0.38373328088119596,1.8022098436075098,0.42667483660130723
37,1.7147189006572816,0.4348249409913454,1.6823785126793618,0.4452614379084967
38,1.5675909827395182,0.5069581038552321,1.5086437171580744,0.539828431372549
39,1.4365894274013797,0.5432090873328088,1.33524099547489,0.5898692810457516
40,1.3570705088173471,0.5735788749016523,1.3626373696560954,0.5657679738562091
41,1.2555252677056847,0.603889653815893,1.29337068837063,0.5835375816993464
42,1.1570997805130192,0.6443105822187255,1.2356457090845294,0.6294934640522876
43,1.1257475413927218,0.6464398111723053,1.253918426001773,0.6113153594771241
44,1.030258861402186,0.6790912667191188,1.2196371022100543,0.6145833333333334
